,schedule_date,Season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,Team,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,point_diff,spread_favorite_covered
12589,11/28/2019,2019,13,False,DET,20,24,CHI,,,37,Ford Field,False,72.0,0.0,,indoor,-4,False
12590,12/1/2019,2019,13,False,ARI,7,34,LAR,,,47,University of Phoenix Stadium,False,72.0,0.0,,indoor,-27,False
12591,12/1/2019,2019,13,False,BAL,20,17,SF,,,45,M&T Bank Stadium,False,,,,,3,False
12592,12/1/2019,2019,13,False,CAR,21,29,Washington Redskins,,,38.5,Bank of America Stadium,False,,,,,-8,False
12593,12/1/2019,2019,13,False,CIN,22,6,NYJ,,,43,Paul Brown Stadium,False,,,,,16,False
12594,12/1/2019,2019,13,False,DEN,23,20,LAC,,,38.5,Sports Authority Field at Mile High,False,,,,,3,False
12595,12/1/2019,2019,13,False,HOU,28,22,NE,,,47,NRG Stadium,False,72.0,0.0,,indoor,6,False
12596,12/1/2019,2019,13,False,IND,17,31,TEN,,,41.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,-14,False
12597,12/1/2019,2019,13,False,JAX,11,28,TB,,,46.5,TIAA Bank Field,False,,,,,-17,False
12598,12/1/2019,2019,13,False,KC,40,9,OAK,,,49.5,Arrowhead Stadium,False,,,,,31,False
12599,12/1/2019,2019,13,False,MIA,37,31,PHI,,,44.5,Hard Rock Stadium,False,,,,,6,False
12600,12/1/2019,2019,13,False,NYG,13,31,GB,,,43.5,MetLife Stadium,False,,,,,-18,False
12601,12/1/2019,2019,13,False,PIT,20,13,CLE,,,40,Heinz Field,False,,,,,7,False
12602,12/2/2019,2019,13,False,SEA,37,30,MIN,,,48.5,CenturyLink Field,False,,,,,7,False
12603,12/5/2019,2019,14,False,CHI,31,24,DAL,,,43,Soldier Field,False,,,,,7,False
12604,12/8/2019,2019,14,False,ARI,17,23,PIT,,,43.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,-6,False
12605,12/8/2019,2019,14,False,ATL,40,20,CAR,,,48,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,20,False
12606,12/8/2019,2019,14,False,BUF,17,24,BAL,,,44,New Era Field,False,,,,,-7,False
12607,12/8/2019,2019,14,False,CLE,27,19,CIN,,,43.5,FirstEnergy Stadium,False,,,,,8,False
12608,12/8/2019,2019,14,False,GB,20,15,Washington Redskins,,,42,Lambeau Field,False,,,,,5,False
12609,12/8/2019,2019,14,False,HOU,24,38,DEN,,,42.5,NRG Stadium,False,72.0,0.0,,indoor,-14,False
12610,12/8/2019,2019,14,False,JAX,10,45,LAC,,,42,TIAA Bank Field,False,,,,,-35,False
12611,12/8/2019,2019,14,False,LAR,28,12,SEA,,,47.5,Los Angeles Memorial Coliseum,False,,,,,16,False
12612,12/8/2019,2019,14,False,MIN,20,7,DET,,,44,U.S. Bank Stadium,False,72.0,0.0,,indoor,13,False
12613,12/8/2019,2019,14,False,NE,16,23,KC,,,48.5,Gillette Stadium,False,,,,,-7,False
12614,12/8/2019,2019,14,False,NO,46,48,SF,,,45,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,-2,False
12615,12/8/2019,2019,14,False,NYJ,22,21,MIA,,,47,MetLife Stadium,False,,,,,1,False
12616,12/8/2019,2019,14,False,OAK,21,42,TEN,,,47,Oakland Coliseum,False,,,,,-21,False
12617,12/8/2019,2019,14,False,TB,38,35,IND,,,46.5,Raymond James Stadium,False,,,,,3,False
12618,12/9/2019,2019,14,False,PHI,23,17,NYG,,,45,Lincoln Financial Field,False,,,,,6,False
12619,12/12/2019,2019,15,False,BAL,42,21,NYJ,,,44,M&T Bank Stadium,False,,,,,21,False
12620,12/15/2019,2019,15,False,ARI,38,24,CLE,,,49,University of Phoenix Stadium,False,72.0,0.0,,indoor,14,False
12621,12/15/2019,2019,15,False,CAR,24,30,SEA,,,48.5,Bank of America Stadium,False,,,,,-6,False
12622,12/15/2019,2019,15,False,CIN,13,34,NE,,,41.5,Paul Brown Stadium,False,,,,,-21,False
12623,12/15/2019,2019,15,False,DAL,44,21,LAR,,,48.5,AT&T Stadium,False,72.0,0.0,,indoor,23,False
12624,12/15/2019,2019,15,False,DET,17,38,TB,,,46,Ford Field,False,72.0,0.0,,indoor,-21,False
12625,12/15/2019,2019,15,False,GB,21,13,CHI,,,41,Lambeau Field,False,,,,,8,False
12626,12/15/2019,2019,15,False,KC,23,3,DEN,,,43,Arrowhead Stadium,False,,,,,20,False
12627,12/15/2019,2019,15,False,LAC,10,39,MIN,,,45,Dignity Health Sports Park,False,,,,,-29,False
12628,12/15/2019,2019,15,False,NYG,36,20,MIA,,,46.5,MetLife Stadium,False,,,,,16,False
12629,12/15/2019,2019,15,False,OAK,16,20,JAX,,,46,Oakland Coliseum,False,,,,,-4,False
12630,12/15/2019,2019,15,False,PIT,10,17,BUF,,,37,Heinz Field,False,,,,,-7,False
12631,12/15/2019,2019,15,False,SF,22,29,ATL,,,49.5,Levi's Stadium,False,,,,,-7,False
12632,12/15/2019,2019,15,False,TEN,21,24,HOU,,,50,Nissan Stadium,False,,,,,-3,False
12633,12/15/2019,2019,15,False,Washington Redskins,27,37,PHI,,,38.5,FedEx Field,False,,,,,-10,False
12634,12/16/2019,2019,15,False,NO,34,7,IND,,,49,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,27,False
12635,12/21/2019,2019,16,False,NE,24,17,BUF,,,38.5,Gillette Stadium,False,,,,,7,False
12636,12/21/2019,2019,16,False,SF,34,31,LAR,,,45.5,Levi's Stadium,False,,,,,3,False
12637,12/21/2019,2019,16,False,TB,20,23,HOU,,,50.5,Raymond James Stadium,False,,,,,-3,False
12638,12/22/2019,2019,16,False,ATL,24,12,JAX,,,48,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,12,False
12639,12/22/2019,2019,16,False,CHI,3,26,KC,,,45.5,Soldier Field,False,,,,,-23,False
12640,12/22/2019,2019,16,False,CLE,15,31,BAL,,,49,FirstEnergy Stadium,False,,,,,-16,False
12641,12/22/2019,2019,16,False,DEN,27,17,DET,,,40,Sports Authority Field at Mile High,False,,,,,10,False
12642,12/22/2019,2019,16,False,IND,38,6,CAR,,,46.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,32,False
12643,12/22/2019,2019,16,False,LAC,17,24,OAK,,,45,Dignity Health Sports Park,False,,,,,-7,False
12644,12/22/2019,2019,16,False,MIA,38,35,CIN,,,45,Hard Rock Stadium,False,,,,,3,False
12645,12/22/2019,2019,16,False,NYJ,16,10,PIT,,,36.5,MetLife Stadium,False,,,,,6,False
12646,12/22/2019,2019,16,False,PHI,17,9,DAL,,,46.5,Lincoln Financial Field,False,,,,,8,False
12647,12/22/2019,2019,16,False,SEA,13,27,ARI,,,51,CenturyLink Field,False,,,,,-14,False
12648,12/22/2019,2019,16,False,TEN,28,38,NO,,,49,Nissan Stadium,False,,,,,-10,False
12649,12/22/2019,2019,16,False,Washington Redskins,35,41,NYG,,,42,FedEx Field,False,,,,,-6,False
12650,12/23/2019,2019,16,False,MIN,10,23,GB,,,46.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,-13,False
12651,12/29/2019,2019,17,False,BAL,28,10,PIT,,,35,M&T Bank Stadium,False,,,,,18,False
12652,12/29/2019,2019,17,False,BUF,6,13,NYJ,,,37,New Era Field,False,,,,,-7,False
12653,12/29/2019,2019,17,False,CAR,10,42,NO,,,44.5,Bank of America Stadium,False,,,,,-32,False
12654,12/29/2019,2019,17,False,CIN,33,23,CLE,,,43.5,Paul Brown Stadium,False,,,,,10,False
12655,12/29/2019,2019,17,False,DAL,47,16,Washington Redskins,,,47.5,AT&T Stadium,False,72.0,0.0,,indoor,31,False
12656,12/29/2019,2019,17,False,DEN,16,15,OAK,,,41,Sports Authority Field at Mile High,False,,,,,1,False
12657,12/29/2019,2019,17,False,DET,20,23,GB,,,44,Ford Field,False,72.0,0.0,,indoor,-3,False
12658,12/29/2019,2019,17,False,HOU,14,35,TEN,,,43,NRG Stadium,False,72.0,0.0,,indoor,-21,False
12659,12/29/2019,2019,17,False,JAX,38,20,IND,,,41.5,TIAA Bank Field,False,,,,,18,False
12660,12/29/2019,2019,17,False,KC,31,21,LAC,,,46,Arrowhead Stadium,False,,,,,10,False
12661,12/29/2019,2019,17,False,LAR,31,24,ARI,,,45.5,Los Angeles Memorial Coliseum,False,,,,,7,False
12662,12/29/2019,2019,17,False,MIN,19,21,CHI,,,36,U.S. Bank Stadium,False,72.0,0.0,,indoor,-2,False
12663,12/29/2019,2019,17,False,NE,24,27,MIA,,,45.5,Gillette Stadium,False,,,,,-3,False
12664,12/29/2019,2019,17,False,NYG,17,34,PHI,,,44.5,MetLife Stadium,False,,,,,-17,False
12665,12/29/2019,2019,17,False,SEA,21,26,SF,,,47,CenturyLink Field,False,,,,,-5,False
12666,12/29/2019,2019,17,False,TB,22,28,ATL,,,48.5,Raymond James Stadium,False,,,,,-6,False
12667,1/4/2020,2019,Wildcard,True,HOU,22,19,BUF,,,43,NRG Stadium,False,72.0,0.0,,indoor,3,False
12668,1/4/2020,2019,Wildcard,True,NE,13,20,TEN,,,45,Gillette Stadium,False,44.0,4.0,88.0,,-7,False
12669,1/5/2020,2019,Wildcard,True,NO,20,26,MIN,,,49.5,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,-6,False
12670,1/5/2020,2019,Wildcard,True,PHI,9,17,SEA,,,44.5,Lincoln Financial Field,False,41.0,17.0,40.0,,-8,False
12671,1/11/2020,2019,Division,True,BAL,12,28,TEN,,,47.5,M&T Bank Stadium,False,69.0,12.0,70.0,,-16,False
12672,1/11/2020,2019,Division,True,SF,27,10,MIN,,,44.5,Levi's Stadium,False,56.0,11.0,67.0,,17,False
12673,1/12/2020,2019,Division,True,GB,28,23,SEA,,,45.5,Lambeau Field,False,23.0,8.0,74.0,,5,False
12674,1/12/2020,2019,Division,True,KC,51,31,HOU,,,50.5,Arrowhead Stadium,False,,,,,20,False
12675,1/19/2020,2019,Conference,True,KC,35,24,TEN,,,51,Arrowhead Stadium,False,,,,,11,False
12676,1/19/2020,2019,Conference,True,SF,37,20,GB,,,46.5,Levi's Stadium,False,58.0,5.0,56.0,,17,False
12677,2/2/2020,2019,Superbowl,True,KC,31,20,SF,,,53,Hard Rock Stadium,True,64.0,,,,11,False
12678,9/10/2020,2020,1,False,KC,34,20,HOU,,,54,Arrowhead Stadium,False,,,,,14,False
12679,9/13/2020,2020,1,False,ATL,25,38,SEA,,,49,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,-13,False
12680,9/13/2020,2020,1,False,BAL,38,6,CLE,,,47.5,M&T Bank Stadium,False,,,,,32,False
12681,9/13/2020,2020,1,False,BUF,27,17,NYJ,,,39.5,New Era Field,False,,,,,10,False
12682,9/13/2020,2020,1,False,CAR,30,34,LV,,,48,Bank of America Stadium,False,,,,,-4,False
12683,9/13/2020,2020,1,False,CIN,13,16,LAC,,,41.5,Paul Brown Stadium,False,,,,,-3,False
12684,9/13/2020,2020,1,False,DET,23,27,CHI,,,42.5,Ford Field,False,72.0,0.0,,indoor,-4,False
12685,9/13/2020,2020,1,False,JAX,27,20,IND,,,45,TIAA Bank Field,False,,,,,7,False
12686,9/13/2020,2020,1,False,LAR,20,17,DAL,,,51.5,SoFi Stadium,False,72.0,0.0,,indoor,3,False
12687,9/13/2020,2020,1,False,MIN,34,43,GB,,,44.5,U.S. Bank Stadium,False,72.0,0.0,,indoor,-9,False
12688,9/13/2020,2020,1,False,NE,21,11,MIA,,,41.5,Gillette Stadium,False,,,,,10,False
12689,9/13/2020,2020,1,False,NO,34,23,TB,,,47.5,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,11,False
12690,9/13/2020,2020,1,False,SF,20,24,ARI,,,48,Levi's Stadium,False,,,,,-4,False
12691,9/13/2020,2020,1,False,Washington Football Team,27,17,PHI,,,42,FedEx Field,False,,,,,10,False
12692,9/14/2020,2020,1,False,DEN,14,16,TEN,,,41,Sports Authority Field at Mile High,False,,,,,-2,False
12693,9/14/2020,2020,1,False,NYG,16,26,PIT,,,45,MetLife Stadium,False,,,,,-10,False
12694,9/17/2020,2020,2,False,CLE,35,30,CIN,,,43,FirstEnergy Stadium,False,,,,,5,False
12695,9/20/2020,2020,2,False,ARI,30,15,Washington Football Team,,,46.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,15,False
12696,9/20/2020,2020,2,False,CHI,17,13,NYG,,,42,Soldier Field,False,,,,,4,False
12697,9/20/2020,2020,2,False,DAL,40,39,ATL,,,53.5,AT&T Stadium,False,72.0,0.0,,indoor,1,False
12698,9/20/2020,2020,2,False,GB,42,21,DET,,,50,Lambeau Field,False,,,,,21,False
12699,9/20/2020,2020,2,False,HOU,16,33,BAL,,,49,NRG Stadium,False,72.0,0.0,,indoor,-17,False
12700,9/20/2020,2020,2,False,IND,28,11,MIN,,,49,Lucas Oil Stadium,False,72.0,0.0,,indoor,17,False
12701,9/20/2020,2020,2,False,LAC,20,23,KC,,,47.5,SoFi Stadium,False,72.0,0.0,,indoor,-3,False
12702,9/20/2020,2020,2,False,MIA,28,31,BUF,,,42,Hard Rock Stadium,False,,,,,-3,False
12703,9/20/2020,2020,2,False,NYJ,13,31,SF,,,41.5,MetLife Stadium,False,,,,,-18,False
12704,9/20/2020,2020,2,False,PHI,19,37,LAR,,,45.5,Lincoln Financial Field,False,,,,,-18,False
12705,9/20/2020,2020,2,False,PIT,26,21,DEN,,,40.5,Heinz Field,False,,,,,5,False
12706,9/20/2020,2020,2,False,SEA,35,30,NE,,,44.5,CenturyLink Field,False,,,,,5,False
12707,9/20/2020,2020,2,False,TB,31,17,CAR,,,47,Raymond James Stadium,False,,,,,14,False
12708,9/20/2020,2020,2,False,TEN,33,30,JAX,,,44,Nissan Stadium,False,,,,,3,False
12709,9/21/2020,2020,2,False,LV,34,24,NO,,,48.5,Allegiant Stadium,False,72.0,0.0,,indoor,10,False
12710,9/24/2020,2020,3,False,JAX,13,31,MIA,,,48,TIAA Bank Field,False,,,,,-18,False
12711,9/27/2020,2020,3,False,ARI,23,26,DET,,,55.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,-3,False
12712,9/27/2020,2020,3,False,ATL,26,30,CHI,,,47,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,-4,False
12713,9/27/2020,2020,3,False,BUF,35,32,LAR,,,47,New Era Field,False,,,,,3,False
12714,9/27/2020,2020,3,False,CLE,34,20,Washington Football Team,,,44.5,FirstEnergy Stadium,False,,,,,14,False
12715,9/27/2020,2020,3,False,DEN,10,28,TB,,,42.5,Sports Authority Field at Mile High,False,,,,,-18,False
12716,9/27/2020,2020,3,False,IND,36,7,NYJ,,,44,Lucas Oil Stadium,False,72.0,0.0,,indoor,29,False
12717,9/27/2020,2020,3,False,LAC,16,21,CAR,,,43.5,SoFi Stadium,False,72.0,0.0,,indoor,-5,False
12718,9/27/2020,2020,3,False,MIN,30,31,TEN,,,50,U.S. Bank Stadium,False,72.0,0.0,,indoor,-1,False
12719,9/27/2020,2020,3,False,NE,36,20,LV,,,47,Gillette Stadium,False,,,,,16,False
12720,9/27/2020,2020,3,False,NO,30,37,GB,,,53,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,-7,False
12721,9/27/2020,2020,3,False,NYG,9,36,SF,,,43,MetLife Stadium,False,,,,,-27,False
12722,9/27/2020,2020,3,False,PHI,23,23,CIN,,,47.5,Lincoln Financial Field,False,,,,,0,False
12723,9/27/2020,2020,3,False,PIT,28,21,HOU,,,46,Heinz Field,False,,,,,7,False
12724,9/27/2020,2020,3,False,SEA,38,31,DAL,,,56.5,CenturyLink Field,False,,,,,7,False
12725,9/28/2020,2020,3,False,BAL,20,34,KC,,,54,M&T Bank Stadium,False,,,,,-14,False
12726,10/1/2020,2020,4,False,NYJ,28,37,DEN,,,41,MetLife Stadium,False,,,,,-9,False
12727,10/4/2020,2020,4,False,CAR,31,21,ARI,,,51.5,Bank of America Stadium,False,,,,,10,False
12728,10/4/2020,2020,4,False,CHI,11,19,IND,,,43,Soldier Field,False,,,,,-8,False
12729,10/4/2020,2020,4,False,CIN,33,25,JAX,,,49,Paul Brown Stadium,False,,,,,8,False
12730,10/4/2020,2020,4,False,DAL,38,49,CLE,,,56,AT&T Stadium,False,72.0,0.0,,indoor,-11,False
12731,10/4/2020,2020,4,False,DET,29,35,NO,,,54.5,Ford Field,False,72.0,0.0,,indoor,-6,False
12732,10/4/2020,2020,4,False,HOU,23,31,MIN,,,53.5,NRG Stadium,False,72.0,0.0,,indoor,-8,False
12733,10/4/2020,2020,4,False,LV,23,30,BUF,,,53,Allegiant Stadium,False,72.0,0.0,,indoor,-7,False
12734,10/4/2020,2020,4,False,LAR,17,9,NYG,,,48.5,SoFi Stadium,False,72.0,0.0,,indoor,8,False
12735,10/4/2020,2020,4,False,MIA,23,31,SEA,,,54.5,Hard Rock Stadium,False,,,,,-8,False
12736,10/4/2020,2020,4,False,SF,20,25,PHI,,,45,Levi's Stadium,False,,,,,-5,False
12737,10/4/2020,2020,4,False,TB,38,31,LAC,,,42.5,Raymond James Stadium,False,,,,,7,False
12738,10/4/2020,2020,4,False,Washington Football Team,17,31,BAL,,,45,FedEx Field,False,,,,,-14,False
12739,10/5/2020,2020,4,False,GB,30,16,ATL,,,56.5,Lambeau Field,False,,,,,14,False
12740,10/5/2020,2020,4,False,KC,26,10,NE,,,53,Arrowhead Stadium,False,,,,,16,False
12741,10/8/2020,2020,5,False,CHI,20,19,TB,,,44.5,Soldier Field,False,,,,,1,False
12742,10/11/2020,2020,5,False,ATL,16,23,CAR,,,54,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,-7,False
12743,10/11/2020,2020,5,False,BAL,27,3,CIN,,,50.5,M&T Bank Stadium,False,,,,,24,False
12744,10/11/2020,2020,5,False,CLE,32,23,IND,,,48,FirstEnergy Stadium,False,,,,,9,False
12745,10/11/2020,2020,5,False,DAL,37,34,NYG,,,53,AT&T Stadium,False,72.0,0.0,,indoor,3,False
12746,10/11/2020,2020,5,False,HOU,30,14,JAX,,,54.5,NRG Stadium,False,72.0,0.0,,indoor,16,False
12747,10/11/2020,2020,5,False,KC,32,40,LV,,,54.5,Arrowhead Stadium,False,,,,,-8,False
12748,10/11/2020,2020,5,False,NYJ,10,30,ARI,,,47.5,MetLife Stadium,False,,,,,-20,False
12749,10/11/2020,2020,5,False,PIT,38,29,PHI,,,43.5,Heinz Field,False,,,,,9,False
12750,10/11/2020,2020,5,False,SF,17,43,MIA,,,51,Levi's Stadium,False,,,,,-26,False
12751,10/11/2020,2020,5,False,SEA,27,26,MIN,,,56.5,CenturyLink Field,False,,,,,1,False
12752,10/11/2020,2020,5,False,Washington Football Team,10,30,LAR,,,46,FedEx Field,False,,,,,-20,False
12753,10/12/2020,2020,5,False,NO,30,27,LAC,,,49.5,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,3,False
12754,10/13/2020,2020,5,False,TEN,42,16,BUF,,,53,Nissan Stadium,False,,,,,26,False
12755,10/18/2020,2020,6,False,CAR,16,23,CHI,,,44.5,Bank of America Stadium,False,,,,,-7,False
12756,10/18/2020,2020,6,False,IND,31,27,CIN,,,45.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,4,False
12757,10/18/2020,2020,6,False,JAX,16,34,DET,,,54.5,TIAA Bank Field,False,,,,,-18,False
12758,10/18/2020,2020,6,False,MIA,24,0,NYJ,,,47,Hard Rock Stadium,False,,,,,24,False
12759,10/18/2020,2020,6,False,MIN,23,40,ATL,,,54,U.S. Bank Stadium,False,72.0,0.0,,indoor,-17,False
12760,10/18/2020,2020,6,False,NE,12,18,DEN,,,45,Gillette Stadium,False,,,,,-6,False
12761,10/18/2020,2020,6,False,NYG,20,19,Washington Football Team,,,43,MetLife Stadium,False,,,,,1,False
12762,10/18/2020,2020,6,False,PHI,28,30,BAL,,,46.5,Lincoln Financial Field,False,,,,,-2,False
12763,10/18/2020,2020,6,False,PIT,38,7,CLE,,,51,Heinz Field,False,,,,,31,False
12764,10/18/2020,2020,6,False,SF,24,16,LAR,,,51.5,Levi's Stadium,False,,,,,8,False
12765,10/18/2020,2020,6,False,TB,38,10,GB,,,55,Raymond James Stadium,False,,,,,28,False
12766,10/18/2020,2020,6,False,TEN,42,36,HOU,,,53.5,Nissan Stadium,False,,,,,6,False
12767,10/19/2020,2020,6,False,BUF,17,26,KC,,,57.5,New Era Field,False,,,,,-9,False
12768,10/19/2020,2020,6,False,DAL,10,38,ARI,,,55,AT&T Stadium,False,72.0,0.0,,indoor,-28,False
12769,10/22/2020,2020,7,False,PHI,22,21,NYG,,,45,Lincoln Financial Field,False,,,,,1,False
12770,10/25/2020,2020,7,False,ARI,37,34,SEA,,,56,University of Phoenix Stadium,False,72.0,0.0,,indoor,3,False
12771,10/25/2020,2020,7,False,ATL,22,23,DET,,,55,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,-1,False
12772,10/25/2020,2020,7,False,CIN,34,37,CLE,,,51,Paul Brown Stadium,False,,,,,-3,False
12773,10/25/2020,2020,7,False,DEN,16,43,KC,,,46,Sports Authority Field at Mile High,False,,,,,-27,False
12774,10/25/2020,2020,7,False,HOU,20,35,GB,,,57,NRG Stadium,False,72.0,0.0,,indoor,-15,False
12775,10/25/2020,2020,7,False,LV,20,45,TB,,,52,Allegiant Stadium,False,72.0,0.0,,indoor,-25,False
12776,10/25/2020,2020,7,False,LAC,39,29,JAX,,,48.5,SoFi Stadium,False,72.0,0.0,,indoor,10,False
12777,10/25/2020,2020,7,False,NE,6,33,SF,,,44.5,Gillette Stadium,False,,,,,-27,False
12778,10/25/2020,2020,7,False,NO,27,24,CAR,,,50,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,3,False
12779,10/25/2020,2020,7,False,NYJ,10,18,BUF,,,46,MetLife Stadium,False,,,,,-8,False
12780,10/25/2020,2020,7,False,TEN,24,27,PIT,,,51,Nissan Stadium,False,,,,,-3,False
12781,10/25/2020,2020,7,False,Washington Football Team,25,3,DAL,,,45,FedEx Field,False,,,,,22,False
12782,10/26/2020,2020,7,False,LAR,24,10,CHI,,,45,SoFi Stadium,False,72.0,0.0,,indoor,14,False
12783,10/29/2020,2020,8,False,CAR,17,25,ATL,,,51,Bank of America Stadium,False,,,,,-8,False
12784,11/1/2020,2020,8,False,BAL,24,28,PIT,,,46,M&T Bank Stadium,False,,,,,-4,False
12785,11/1/2020,2020,8,False,BUF,24,21,NE,,,40.5,New Era Field,False,,,,,3,False
12786,11/1/2020,2020,8,False,CHI,23,26,NO,,,43,Soldier Field,False,,,,,-3,False
12787,11/1/2020,2020,8,False,CIN,31,20,TEN,,,50.5,Paul Brown Stadium,False,,,,,11,False
12788,11/1/2020,2020,8,False,CLE,6,16,LV,,,48,FirstEnergy Stadium,False,,,,,-10,False
12789,11/1/2020,2020,8,False,DEN,31,30,LAC,,,44.5,Sports Authority Field at Mile High,False,,,,,1,False
12790,11/1/2020,2020,8,False,DET,21,41,IND,,,49.5,Ford Field,False,72.0,0.0,,indoor,-20,False
12791,11/1/2020,2020,8,False,GB,22,28,MIN,,,50,Lambeau Field,False,,,,,-6,False
12792,11/1/2020,2020,8,False,KC,35,9,NYJ,,,49,Arrowhead Stadium,False,,,,,26,False
12793,11/1/2020,2020,8,False,MIA,28,17,LAR,,,45.5,Hard Rock Stadium,False,,,,,11,False
12794,11/1/2020,2020,8,False,PHI,23,9,DAL,,,42.5,Lincoln Financial Field,False,,,,,14,False
12795,11/1/2020,2020,8,False,SEA,37,27,SF,,,53.5,CenturyLink Field,False,,,,,10,False
12796,11/2/2020,2020,8,False,NYG,23,25,TB,,,45,MetLife Stadium,False,,,,,-2,False
12797,11/5/2020,2020,9,False,SF,17,34,GB,,,48.5,Levi's Stadium,False,,,,,-17,False
12798,11/8/2020,2020,9,False,ARI,31,34,MIA,,,49,University of Phoenix Stadium,False,72.0,0.0,,indoor,-3,False
12799,11/8/2020,2020,9,False,ATL,34,27,DEN,,,49,Mercedes-Benz Stadium,False,72.0,0.0,,indoor,7,False
12800,11/8/2020,2020,9,False,BUF,44,34,SEA,,,55,New Era Field,False,,,,,10,False
12801,11/8/2020,2020,9,False,DAL,19,24,PIT,,,44,AT&T Stadium,False,72.0,0.0,,indoor,-5,False
12802,11/8/2020,2020,9,False,IND,10,24,BAL,,,48,Lucas Oil Stadium,False,72.0,0.0,,indoor,-14,False
12803,11/8/2020,2020,9,False,JAX,25,27,HOU,,,49.5,TIAA Bank Field,False,,,,,-2,False
12804,11/8/2020,2020,9,False,KC,33,31,CAR,,,51.5,Arrowhead Stadium,False,,,,,2,False
12805,11/8/2020,2020,9,False,LAC,26,31,LV,,,52.5,SoFi Stadium,False,72.0,0.0,,indoor,-5,False
12806,11/8/2020,2020,9,False,MIN,34,20,DET,,,52,U.S. Bank Stadium,False,72.0,0.0,,indoor,14,False
12807,11/8/2020,2020,9,False,TB,3,38,NO,,,50.5,Raymond James Stadium,False,,,,,-35,False
12808,11/8/2020,2020,9,False,TEN,24,17,CHI,,,47,Nissan Stadium,False,,,,,7,False
12809,11/8/2020,2020,9,False,Washington Football Team,20,23,NYG,,,43,FedEx Field,False,,,,,-3,False
12810,11/9/2020,2020,9,False,NYJ,27,30,NE,,,41.5,MetLife Stadium,False,,,,,-3,False
12811,11/12/2020,2020,10,False,TEN,17,34,IND,,,48.5,Nissan Stadium,False,,,,,-17,False
12812,11/15/2020,2020,10,False,ARI,32,30,BUF,,,56,University of Phoenix Stadium,False,72.0,0.0,,indoor,2,False
12813,11/15/2020,2020,10,False,CAR,23,46,TB,,,51,Bank of America Stadium,False,,,,,-23,False
12814,11/15/2020,2020,10,False,CLE,10,7,HOU,,,45.5,FirstEnergy Stadium,False,,,,,3,False
12815,11/15/2020,2020,10,False,DET,30,27,Washington Football Team,,,46,Ford Field,False,72.0,0.0,,indoor,3,False
12816,11/15/2020,2020,10,False,GB,24,20,JAX,,,47.5,Lambeau Field,False,,,,,4,False
12817,11/15/2020,2020,10,False,LV,37,12,DEN,,,50.5,Allegiant Stadium,False,72.0,0.0,,indoor,25,False
12818,11/15/2020,2020,10,False,LAR,23,16,SEA,,,54.5,SoFi Stadium,False,72.0,0.0,,indoor,7,False
12819,11/15/2020,2020,10,False,MIA,29,21,LAC,,,48.5,Hard Rock Stadium,False,,,,,8,False
12820,11/15/2020,2020,10,False,NE,23,17,BAL,,,43.5,Gillette Stadium,False,,,,,6,False
12821,11/15/2020,2020,10,False,NO,27,13,SF,,,49.5,Mercedes-Benz Superdome,False,72.0,0.0,,indoor,14,False
12822,11/15/2020,2020,10,False,NYG,27,17,PHI,,,44.5,MetLife Stadium,False,,,,,10,False
12823,11/15/2020,2020,10,False,PIT,36,10,CIN,,,46.5,Heinz Field,False,,,,,26,False
12824,11/16/2020,2020,10,False,CHI,13,19,MIN,,,43.5,Soldier Field,False,,,,,-6,False
12825,11/19/2020,2020,11,False,SEA,28,21,ARI,,,57.5,CenturyLink Field,False,,,,,7,False
12826,11/22/2020,2020,11,False,BAL,24,30,TEN,,,50,M&T Bank Stadium,False,,,,,-6,False
12827,11/22/2020,2020,11,False,CAR,20,0,DET,,,46.5,Bank of America Stadium,False,,,,,20,False
12828,11/22/2020,2020,11,False,CLE,22,17,PHI,,,47,FirstEnergy Stadium,False,,,,,5,False
12829,11/22/2020,2020,11,False,DEN,20,13,MIA,,,46,Sports Authority Field at Mile High,False,,,,,7,False
12830,11/22/2020,2020,11,False,HOU,27,20,NE,,,49,NRG Stadium,False,72.0,0.0,,indoor,7,False
12831,11/22/2020,2020,11,False,IND,34,31,GB,,,51.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,3,False
